date,season,tm_home,tm_away,pts_home,pts_away,prob_home
2008-11-02,2008,NYK,MIL,86,94,0.6931407942238267
2008-11-02,2008,OKC,MIN,88,85,0.5023229882921391
2008-11-03,2008,CHO,DET,83,101,0.4148541292262215
2008-11-03,2008,DAL,CLE,81,100,0.6277495769881557
2008-11-03,2008,LAC,UTA,73,89,0.3318409270476692
2008-11-03,2008,MEM,GSW,90,79,0.45569620253164556
2008-11-03,2008,ORL,CHI,96,93,0.7808219178082192
2008-11-03,2008,PHI,SAC,125,91,0.882172131147541
2008-11-04,2008,BRK,PHO,86,114,0.27904749792397643
2008-11-04,2008,HOU,BOS,99,103,0.6029791948787394
2008-11-04,2008,SAS,DAL,81,98,0.6396670726755989
2008-11-05,2008,CLE,CHI,107,93,0.7863247863247863
2008-11-05,2008,GSW,DEN,111,101,0.5998499437288983
2008-11-05,2008,IND,PHO,103,113,0.41826717883055914
2008-11-05,2008,LAL,LAC,106,88,0.9116022099447515
2008-11-05,2008,MIA,PHI,106,83,0.40818981639589536
2008-11-05,2008,MIL,WAS,112,104,0.47698280643372154
2008-11-05,2008,MIN,SAS,125,129,0.35402321224360694
2008-11-05,2008,NOP,ATL,79,87,0.7863247863247863
2008-11-05,2008,NYK,CHO,101,98,0.6014206175654089
2008-11-05,2008,OKC,BOS,83,96,0.19254658385093168
2008-11-05,2008,SAC,MEM,100,95,0.5638051044083527
2008-11-05,2008,TOR,DET,93,100,0.6014206175654089
2008-11-05,2008,UTA,POR,103,96,0.706429605127145
2008-11-06,2008,ORL,PHI,98,88,0.6459767877563932
2008-11-06,2008,POR,HOU,101,99,0.35402321224360694
2008-11-07,2008,ATL,TOR,110,92,0.5503313348059325
2008-11-07,2008,BOS,MIL,101,89,0.9466521502449647
2008-11-07,2008,BRK,DET,103,96,0.25818639798488663
2008-11-07,2008,CHO,NOP,92,89,0.25818639798488663
2008-11-07,2008,CHI,PHO,100,83,0.40173296573454115
2008-11-07,2008,CLE,IND,111,107,0.7863247863247863
2008-11-07,2008,DEN,DAL,108,105,0.5092984332140034
2008-11-07,2008,GSW,MEM,104,109,0.738498789346247
2008-11-07,2008,LAC,HOU,83,92,0.29874765667131764
2008-11-07,2008,SAC,MIN,121,109,0.5619290100344466
2008-11-07,2008,SAS,MIA,83,99,0.7186311787072244
2008-11-07,2008,UTA,OKC,104,97,0.9022556390977443
2008-11-07,2008,WAS,NYK,108,114,0.6786155747836836
2008-11-08,2008,CHI,CLE,97,106,0.4496686651940676
2008-11-08,2008,IND,BRK,98,80,0.8005944823671751
2008-11-08,2008,MIL,PHO,96,104,0.31155545222041386
2008-11-08,2008,NOP,MIA,100,89,0.8372093023255814
2008-11-08,2008,ORL,WAS,106,81,0.8367702946856893
2008-11-08,2008,POR,MIN,97,93,0.7759771210676836
2008-11-09,2008,CHO,TOR,79,89,0.36953534598914073
2008-11-09,2008,DEN,MEM,100,90,0.7970033832769454
2008-11-09,2008,DET,BOS,76,88,0.5185243789416578
2008-11-09,2008,LAC,DAL,103,92,0.37088798107933785
2008-11-09,2008,LAL,HOU,111,82,0.7262247838616714
2008-11-09,2008,NYK,UTA,107,99,0.3864382063434196
2008-11-09,2008,OKC,ATL,85,89,0.37225042301184436
2008-11-09,2008,SAC,GSW,115,98,0.5885045694171308
2008-11-10,2008,BOS,TOR,94,87,0.7949526813880127
2008-11-10,2008,IND,OKC,107,99,0.8770053475935828
2008-11-10,2008,MIA,BRK,99,94,0.7863247863247863
2008-11-10,2008,ORL,POR,99,106,0.7114331620050999
2008-11-10,2008,PHO,MEM,107,102,0.8739263464445018
2008-11-11,2008,CHO,DEN,80,88,0.45569620253164556
2008-11-11,2008,CHI,ATL,108,113,0.615028366330902
2008-11-11,2008,CLE,MIL,99,93,0.8854166666666667
2008-11-11,2008,DAL,LAL,99,106,0.32138442521631644
2008-11-11,2008,GSW,MIN,113,110,0.6459767877563932
2008-11-11,2008,PHI,UTA,80,93,0.6207865168539325
2008-11-11,2008,SAC,DET,92,100,0.23991275899672845
2008-11-11,2008,SAS,NYK,92,80,0.623602346950072
2008-11-12,2008,BOS,ATL,103,102,0.8596491228070176
2008-11-12,2008,BRK,IND,87,98,0.48837209302325585
2008-11-12,2008,LAC,SAC,98,103,0.7450468438027953
2008-11-12,2008,MEM,NYK,103,132,0.6370843199835272
2008-11-12,2008,MIA,POR,96,104,0.5
2008-11-12,2008,MIL,SAS,82,78,0.5523059177728685
2008-11-12,2008,NOP,LAL,86,93,0.531761134036048
2008-11-12,2008,OKC,ORL,92,109,0.23766700924974304
2008-11-12,2008,PHO,HOU,82,94,0.6045258127070895
2008-11-12,2008,TOR,PHI,96,106,0.6585884591705379
2008-11-12,2008,WAS,UTA,95,87,0.36953534598914073
2008-11-13,2008,CHI,DAL,98,91,0.44573643410852715
2008-11-13,2008,CLE,DEN,110,99,0.7418136020151134
2008-11-13,2008,GSW,DET,102,107,0.3668590814058986
2008-11-14,2008,BOS,DEN,85,94,0.8354430379746836
2008-11-14,2008,BRK,ATL,115,108,0.3806370364081448
2008-11-14,2008,CHO,UTA,104,96,0.39547418729291045
2008-11-14,2008,DAL,ORL,100,102,0.5162468054034319
2008-11-14,2008,IND,PHI,92,94,0.5069715560513107
2008-11-14,2008,LAL,DET,95,106,0.8284734133790738
2008-11-14,2008,MEM,MIL,96,101,0.6357791862710788
2008-11-14,2008,MIA,WAS,97,77,0.7186311787072244
2008-11-14,2008,NOP,POR,87,82,0.7247385744662259
2008-11-14,2008,NYK,OKC,116,106,0.7683004455760662
2008-11-14,2008,SAC,PHO,95,97,0.4270462633451957
2008-11-14,2008,SAS,HOU,77,75,0.3154153286132208
2008-11-15,2008,ATL,BRK,107,119,0.8171500630517023
2008-11-15,2008,CHI,IND,104,91,0.6931407942238267
2008-11-15,2008,CLE,UTA,105,93,0.8596491228070176
2008-11-15,2008,HOU,NOP,91,82,0.5619290100344466
2008-11-15,2008,LAC,GSW,103,121,0.5656654888103652
2008-11-15,2008,MIL,BOS,97,102,0.19901422858737097
2008-11-15,2008,MIN,POR,83,88,0.48837209302325585
2008-11-15,2008,PHI,OKC,110,85,0.8567335243553009
2008-11-16,2008,CHO,ORL,85,90,0.2978723404255319
2008-11-16,2008,DEN,MIN,90,84,0.8175209554187375
2008-11-16,2008,NYK,DAL,114,124,0.47257126679587974
2008-11-16,2008,PHO,DET,104,86,0.5463304962261121
2008-11-16,2008,SAC,SAS,88,90,0.5443037974683544
2008-11-16,2008,TOR,MIA,107,96,0.6014206175654089
2008-11-17,2008,LAC,SAS,83,86,0.5693398957730169
2008-11-17,2008,OKC,HOU,89,100,0.19901422858737097
2008-11-17,2008,UTA,PHO,109,97,0.5443037974683544
2008-11-18,2008,BOS,NYK,110,101,0.7628879712268549
2008-11-18,2008,BRK,CLE,82,106,0.3144415820578876
2008-11-18,2008,CHO,DAL,83,100,0.31639501438159157
2008-11-18,2008,DEN,MIL,114,105,0.8154833533894906
2008-11-18,2008,GSW,POR,111,106,0.486051922323835
2008-11-18,2008,IND,ATL,113,96,0.5918101836041046
2008-11-18,2008,LAL,CHI,116,109,0.891891891891892
2008-11-18,2008,MEM,SAC,109,94,0.6786155747836836
2008-11-18,2008,ORL,TOR,103,90,0.6884445477795862
2008-11-18,2008,WAS,MIA,87,94,0.5463304962261121
2008-11-19,2008,ATL,WAS,91,87,0.729871952289072
2008-11-19,2008,DET,CLE,96,89,0.5523059177728685
2008-11-19,2008,HOU,DAL,86,96,0.6029791948787394
2008-11-19,2008,MIA,TOR,95,101,0.5747384023574668
2008-11-19,2008,MIN,PHI,102,96,0.39241629204191786
2008-11-19,2008,NOP,SAC,96,105,0.9418282548476454
2008-11-19,2008,OKC,LAC,88,108,0.47257126679587974
2008-11-19,2008,POR,CHI,116,74,0.7021276595744681
2008-11-19,2008,SAS,DEN,81,91,0.5046466242274987
2008-11-19,2008,UTA,MIL,105,94,0.8596491228070176
2008-11-20,2008,BOS,DET,98,80,0.6976998904709748
2008-11-20,2008,PHO,LAL,92,105,0.34956776418347585
2008-11-21,2008,ATL,CHO,88,83,0.773474607234198
2008-11-21,2008,DAL,MEM,91,76,0.802919708029197
2008-11-21,2008,GSW,CHI,110,115,0.6060606060606061
2008-11-21,2008,IND,ORL,98,100,0.4661016949152542
2008-11-21,2008,LAL,DEN,104,90,0.7709163346613546
2008-11-21,2008,MIL,NYK,104,87,0.6383802501948659
2008-11-21,2008,MIN,BOS,78,95,0.3023001095290252
2008-11-21,2008,OKC,NOP,80,105,0.1935483870967742
2008-11-21,2008,PHI,LAC,89,88,0.8240046162723601
2008-11-21,2008,SAC,POR,96,117,0.3616197498051342
2008-11-21,2008,SAS,UTA,119,94,0.6249948488303411
2008-11-21,2008,TOR,BRK,127,129,0.7826086956521741
2008-11-21,2008,WAS,HOU,91,103,0.30685920577617326
2008-11-22,2008,BRK,LAC,112,95,0.5918101836041046
2008-11-22,2008,CHO,MIL,74,79,0.5675103560283946
2008-11-22,2008,CLE,ATL,110,96,0.8774193548387096
2008-11-22,2008,MEM,UTA,94,103,0.5851458707737786
2008-11-22,2008,MIA,IND,109,100,0.691279091008732
2008-11-22,2008,NOP,OKC,109,97,0.9531013615733737
2008-11-22,2008,NYK,WAS,122,117,0.5483396008675064
2008-11-22,2008,ORL,HOU,95,100,0.5296046953219403
2008-11-22,2008,PHO,POR,102,92,0.6581616694222262
2008-11-23,2008,DEN,CHI,114,101,0.802919708029197
2008-11-23,2008,DET,MIN,80,106,0.8363636363636363
2008-11-23,2008,LAL,SAC,118,108,0.9581407991301983
2008-11-23,2008,PHI,GSW,89,81,0.7209525020760237
2008-11-23,2008,TOR,BOS,103,118,0.35905511811023627
2008-11-24,2008,CHO,PHI,93,84,0.40983606557377056
2008-11-24,2008,LAC,NOP,87,99,0.2978723404255319
2008-11-24,2008,MEM,SAS,81,94,0.41655377946356
2008-11-24,2008,MIA,HOU,98,107,0.41999449187551635
2008-11-24,2008,ORL,MIL,108,101,0.7990140310959424
2008-11-24,2008,POR,SAC,91,90,0.8878923766816144
2008-11-24,2008,UTA,CHI,100,101,0.7021276595744681
2008-11-25,2008,DAL,IND,109,106,0.7418136020151134
2008-11-25,2008,LAL,BRK,120,93,0.924901185770751
2008-11-25,2008,NYK,CLE,101,119,0.22039757994814171
2008-11-25,2008,OKC,PHO,98,99,0.17386722866174922
2008-11-25,2008,WAS,GSW,124,100,0.45366950377388787
2008-11-26,2008,ATL,MIL,102,96,0.7542857142857143
2008-11-26,2008,BOS,GSW,119,111,0.9022556390977443
2008-11-26,2008,CLE,OKC,117,82,0.9570871261378414
2008-11-26,2008,DET,NYK,110,96,0.911242603550296
2008-11-26,2008,HOU,IND,90,91,0.7703927492447129
2008-11-26,2008,LAC,DEN,105,106,0.38207116788321166
2008-11-26,2008,MIN,PHO,102,110,0.39857938243459107
2008-11-26,2008,PHI,ORL,94,96,0.6459767877563932
2008-11-26,2008,POR,MIA,106,68,0.773474607234198
2008-11-26,2008,SAC,BRK,114,116,0.5918101836041046
2008-11-26,2008,SAS,CHI,98,88,0.741157261203334
2008-11-26,2008,TOR,CHO,93,86,0.8003629764065336
2008-11-26,2008,UTA,MEM,117,100,0.8208955223880597
2008-11-27,2008,DEN,NOP,101,105,0.5092984332140034
2008-11-27,2008,WAS,ORL,90,105,0.4131680661068906
2008-11-28,2008,BOS,PHI,102,78,0.7863247863247863
2008-11-28,2008,CLE,GSW,112,97,0.8596491228070176
2008-11-28,2008,DET,MIL,107,97,0.8208955223880597
2008-11-28,2008,IND,CHO,108,115,0.729871952289072
2008-11-28,2008,LAL,DAL,114,107,0.8643371017471737
2008-11-28,2008,OKC,MIN,103,105,0.43807098996555344
2008-11-28,2008,PHO,MIA,92,107,0.6539553705896555
2008-11-28,2008,POR,NOP,101,86,0.6396670726755989
2008-11-28,2008,SAS,MEM,109,98,0.8441558441558442
2008-11-28,2008,TOR,ATL,93,88,0.7106109324758842
2008-11-28,2008,UTA,SAC,120,94,0.8687258687258688
2008-11-29,2008,CHO,BOS,84,89,0.2191780821917808
2008-11-29,2008,HOU,SAS,103,84,0.6014206175654089
2008-11-29,2008,LAC,MIA,97,96,0.47698280643372154
2008-11-29,2008,MEM,OKC,103,111,0.7512801755669348
2008-11-29,2008,MIL,CLE,85,97,0.27526142553377414
2008-11-29,2008,MIN,DEN,97,106,0.3318409270476692
2008-11-29,2008,NYK,GSW,138,125,0.486051922323835
2008-11-29,2008,ORL,IND,110,96,0.7450468438027953
2008-11-29,2008,SAC,DAL,78,101,0.3835159941969865
2008-11-29,2008,UTA,BRK,88,105,0.8064516129032258
2008-11-29,2008,WAS,ATL,98,102,0.5230171935662784
2008-11-30,2008,DEN,HOU,104,94,0.6060606060606061
2008-11-30,2008,DET,POR,85,96,0.6318075863530409
2008-11-30,2008,LAL,TOR,112,99,0.8695652173913043
2008-11-30,2008,PHI,CHI,92,103,0.6893950599023811
2008-11-30,2008,PHO,BRK,109,117,0.7970033832769454
2008-12-01,2008,BOS,ORL,107,88,0.8126272912423627
2008-12-01,2008,CHO,MIN,100,90,0.6179288321167883
2008-12-01,2008,GSW,MIA,129,130,0.486051922323835
2008-12-02,2008,BRK,WAS,88,108,0.7239894867083001
2008-12-02,2008,CHI,PHI,95,103,0.5230171935662784
2008-12-02,2008,DAL,LAC,100,98,0.8592602521322601
2008-12-02,2008,DEN,TOR,132,93,0.6539553705896555
2008-12-02,2008,IND,LAL,118,117,0.17910447761194032
2008-12-02,2008,NYK,POR,97,104,0.23991275899672845
2008-12-02,2008,SAC,UTA,94,99,0.44769408222713136
2008-12-02,2008,SAS,DET,77,89,0.6816275819226588
2008-12-03,2008,ATL,MEM,105,95,0.802919708029197
2008-12-03,2008,BOS,IND,114,96,0.9481037924151696
2008-12-03,2008,CHO,OKC,103,97,0.7831675421929138
2008-12-03,2008,CLE,NYK,118,82,0.9484193011647255
2008-12-03,2008,HOU,LAC,103,96,0.8504672897196263
2008-12-03,2008,MIL,CHI,97,90,0.6539553705896555
2008-12-03,2008,NOP,PHO,104,91,0.8041958041958043
2008-12-03,2008,ORL,MIN,100,89,0.8255195403929356
2008-12-03,2008,PHI,LAL,102,114,0.20361990950226244
2008-12-03,2008,UTA,MIA,89,93,0.615028366330902
2008-12-03,2008,WAS,POR,92,98,0.2829376307048837
2008-12-04,2008,DAL,PHO,112,97,0.5918101836041046
2008-12-04,2008,DEN,SAS,91,108,0.6135617936565804
2008-12-05,2008,ATL,NYK,98,95,0.8536221060492905
2008-12-05,2008,BOS,POR,93,78,0.7600872410032715
2008-12-05,2008,BRK,MIN,113,84,0.7291502087800474
2008-12-05,2008,CLE,IND,97,73,0.8504672897196263
2008-12-05,2008,DET,PHI,91,96,0.7623329907502568
2008-12-05,2008,HOU,GSW,131,112,0.7817371937639199
2008-12-05,2008,MEM,LAC,93,81,0.45569620253164556
2008-12-05,2008,MIL,CHO,101,96,0.6060606060606061
2008-12-05,2008,ORL,OKC,98,89,0.8715596330275228
2008-12-05,2008,UTA,TOR,114,87,0.6344647519582246
2008-12-05,2008,WAS,LAL,104,106,0.1137440758293839
2008-12-06,2008,CHO,CLE,74,94,0.23991275899672845
2008-12-06,2008,CHI,WAS,117,110,0.7957778438522088
2008-12-06,2008,DAL,ATL,100,98,0.6931407942238267
2008-12-06,2008,MIA,OKC,105,99,0.8504672897196263
2008-12-06,2008,MIN,LAC,84,107,0.5338983050847457
2008-12-06,2008,NOP,MEM,106,87,0.9116022099447515
2008-12-06,2008,PHI,BRK,84,95,0.5503313348059325
2008-12-06,2008,PHO,UTA,106,104,0.7350993377483445
2008-12-06,2008,SAC,DEN,85,118,0.35652616802693204
2008-12-06,2008,SAS,GSW,123,88,0.8915094339622642
2008-12-07,2008,IND,BOS,117,122,0.22908366533864538
2008-12-07,2008,LAL,MIL,105,92,0.9183673469387755
2008-12-07,2008,NYK,DET,104,92,0.2813688212927757
2008-12-07,2008,TOR,POR,97,98,0.4270462633451957
2008-12-08,2008,LAC,ORL,88,95,0.3806370364081448
2008-12-08,2008,MEM,HOU,109,97,0.2961367613406919
2008-12-08,2008,MIA,CHO,100,96,0.7703927492447129
2008-12-08,2008,OKC,GSW,102,112,0.5185243789416578
2008-12-09,2008,CHI,NYK,105,100,0.7683004455760662
2008-12-09,2008,CLE,TOR,114,94,0.879120879120879
2008-12-09,2008,DAL,SAS,126,133,0.44187109553557824
2008-12-09,2008,HOU,ATL,92,84,0.6504322358165241
2008-12-09,2008,MIN,UTA,96,99,0.3050194427598016
2008-12-09,2008,PHO,MIL,125,110,0.7262247838616714
2008-12-09,2008,POR,ORL,108,109,0.6504322358165241
2008-12-09,2008,SAC,LAL,113,101,0.11964430072756668
2008-12-09,2008,WAS,DET,107,94,0.34956776418347585
2008-12-10,2008,BRK,NYK,109,121,0.7542857142857143
2008-12-10,2008,DEN,MIN,116,105,0.8973305954825462
2008-12-10,2008,GSW,MIL,119,96,0.5338983050847457
2008-12-10,2008,LAL,PHO,115,110,0.9119170984455959
2008-12-10,2008,NOP,CHO,105,89,0.9528130671506353
2008-12-10,2008,OKC,MEM,102,108,0.45980329491329713
2008-12-10,2008,PHI,CLE,93,101,0.2893890675241158
2008-12-10,2008,SAS,ATL,95,89,0.7106109324758842
2008-12-10,2008,TOR,IND,101,88,0.5765084698306034
2008-12-11,2008,DAL,CHO,95,90,0.911242603550296
2008-12-11,2008,UTA,POR,97,88,0.5656654888103652
2008-12-11,2008,WAS,BOS,88,122,0.1781609195402299
2008-12-12,2008,BOS,NOP,94,82,0.7350993377483445
2008-12-12,2008,BRK,TOR,79,101,0.5817328211694409
2008-12-12,2008,CLE,PHI,88,72,0.8241042345276872
2008-12-12,2008,DET,IND,114,110,0.6845846713867793
2008-12-12,2008,GSW,HOU,108,119,0.461884154460719
2008-12-12,2008,LAL,SAC,112,103,0.9679937548790009
2008-12-12,2008,MEM,CHI,103,96,0.4324896439716052
2008-12-12,2008,MIA,ATL,73,87,0.5463304962261121
2008-12-12,2008,MIN,SAS,86,98,0.22908366533864538
2008-12-12,2008,PHO,ORL,113,112,0.5675103560283946
2008-12-12,2008,POR,LAC,112,120,0.7907263028313499
2008-12-13,2008,ATL,CLE,97,92,0.3894046402819112
2008-12-13,2008,CHO,DET,86,90,0.4577407225764263
2008-12-13,2008,CHI,BRK,113,104,0.6409448818897638
2008-12-13,2008,DAL,OKC,103,99,0.9241706161137441
2008-12-13,2008,DEN,GSW,123,105,0.946775844421699
2008-12-13,2008,LAC,HOU,95,82,0.37780039313546443
2008-12-13,2008,MIL,IND,121,103,0.6539553705896555
2008-12-13,2008,PHI,WAS,104,89,0.6786155747836836
2008-12-13,2008,SAC,NYK,90,114,0.5401967050867028
2008-12-13,2008,UTA,ORL,94,103,0.7787610619469026
2008-12-14,2008,LAL,MIN,98,86,0.9422632794457275
2008-12-14,2008,MEM,MIA,102,86,0.44187109553557824
2008-12-14,2008,SAS,OKC,109,104,0.9658617818484595
2008-12-14,2008,TOR,NOP,91,99,0.4496686651940676
2008-12-15,2008,ATL,CHO,83,79,0.7990140310959424
2008-12-15,2008,BOS,UTA,100,91,0.8284734133790738
2008-12-15,2008,DAL,DEN,88,98,0.5817328211694409
2008-12-15,2008,GSW,ORL,98,109,0.40655653071760456
2008-12-15,2008,MIA,MIL,83,98,0.6075837079580821
2008-12-15,2008,PHO,NYK,111,103,0.7907263028313499
2008-12-15,2008,SAC,MIN,118,103,0.6120841659809568
2008-12-15,2008,TOR,BRK,87,94,0.6249948488303411
2008-12-15,2008,WAS,IND,98,118,0.5116279069767442
2008-12-16,2008,CHO,CHI,110,101,0.4033282520325203
2008-12-16,2008,HOU,DEN,108,96,0.6291120189206623
2008-12-16,2008,LAL,NYK,116,114,0.8858560794044665
2008-12-16,2008,MEM,NOP,84,91,0.25818639798488663
2008-12-16,2008,OKC,LAC,88,98,0.35905511811023627
2008-12-16,2008,POR,SAC,109,77,0.891891891891892
2008-12-17,2008,ATL,BOS,85,88,0.3806370364081448
2008-12-17,2008,BRK,UTA,92,103,0.4496686651940676
2008-12-17,2008,CHI,LAC,115,109,0.5562044917484775
2008-12-17,2008,DET,WAS,88,74,0.8372093023255814
2008-12-17,2008,IND,GSW,127,120,0.7072753585054598
2008-12-17,2008,MIN,CLE,70,93,0.16279069767441862
2008-12-17,2008,NOP,SAS,90,83,0.5542635658914729
2008-12-17,2008,PHI,MIL,93,88,0.5982670342654588
2008-12-17,2008,TOR,DAL,86,96,0.44187109553557824
2008-12-18,2008,ORL,SAS,90,78,0.5729537366548043
2008-12-18,2008,POR,PHO,124,119,0.623602346950072
2008-12-19,2008,ATL,GSW,115,99,0.8687258687258688
2008-12-19,2008,BOS,CHI,126,108,0.8966292134831461
2008-12-19,2008,BRK,DAL,121,97,0.40173296573454115
2008-12-19,2008,DEN,CLE,88,105,0.5443037974683544
2008-12-19,2008,DET,UTA,114,120,0.6060606060606061
2008-12-19,2008,HOU,SAC,107,96,0.911242603550296
2008-12-19,2008,IND,LAC,109,117,0.40173296573454115
2008-12-19,2008,MEM,CHO,83,112,0.6060606060606061
2008-12-19,2008,MIA,LAL,89,87,0.2427794056090414
2008-12-19,2008,NYK,MIL,81,105,0.6422137710168134
2008-12-19,2008,OKC,TOR,91,83,0.31639501438159157
2008-12-19,2008,WAS,PHI,103,109,0.47257126679587974
2008-12-20,2008,BRK,MIA,103,106,0.6692346340646458
2008-12-20,2008,CHO,GSW,103,110,0.691279091008732
2008-12-20,2008,CHI,UTA,106,98,0.44573643410852715
2008-12-20,2008,MIL,LAC,119,85,0.6796257714532804
2008-12-20,2008,MIN,HOU,102,109,0.3373231773667029
2008-12-20,2008,NOP,SAC,99,90,0.9531013615733737
2008-12-20,2008,ORL,LAL,106,103,0.4661016949152542
2008-12-20,2008,PHI,IND,94,95,0.8372093023255814
2008-12-20,2008,PHO,DEN,108,101,0.6884445477795862
2008-12-20,2008,SAS,TOR,107,97,0.843101061375173
2008-12-21,2008,ATL,DET,85,78,0.6516292490674924
2008-12-21,2008,BOS,NYK,124,105,0.9022556390977443
2008-12-21,2008,OKC,CLE,91,102,0.089171974522293
2008-12-21,2008,WAS,DAL,86,97,0.2978723404255319
2008-12-22,2008,BRK,HOU,91,114,0.30685920577617326
2008-12-22,2008,DEN,POR,97,89,0.5765084698306034
2008-12-22,2008,LAC,TOR,75,97,0.48147562105834224
2008-12-22,2008,MEM,LAL,96,105,0.10236220472440943
2008-12-22,2008,ORL,GSW,113,81,0.8849315068493151
2008-12-22,2008,SAS,SAC,101,85,0.910828025477707
2008-12-23,2008,ATL,OKC,99,88,0.8939304655274012
2008-12-23,2008,BOS,PHI,110,91,0.911242603550296
2008-12-23,2008,CHO,WAS,80,72,0.6836049856184085
2008-12-23,2008,CLE,HOU,99,90,0.7542857142857143
2008-12-23,2008,DAL,MEM,100,82,0.8793565683646112
2008-12-23,2008,DET,CHI,104,98,0.7350993377483445
2008-12-23,2008,IND,BRK,107,108,0.5747384023574668
2008-12-23,2008,MIA,GSW,96,88,0.8231292517006803
2008-12-23,2008,MIL,UTA,94,86,0.5656654888103652
2008-12-23,2008,NOP,LAL,87,100,0.5542635658914729
2008-12-23,2008,POR,DEN,101,92,0.773474607234198
2008-12-23,2008,SAS,MIN,99,93,0.8973305954825462
2008-12-25,2008,CLE,WAS,93,89,0.96045197740113
2008-12-25,2008,LAL,BOS,92,83,0.5523059177728685
2008-12-25,2008,ORL,NOP,88,68,0.6539553705896555
2008-12-25,2008,PHO,SAS,90,91,0.5851458707737786
2008-12-25,2008,POR,DAL,94,102,0.656287221371448
2008-12-26,2008,BRK,CHO,87,95,0.6344647519582246
2008-12-26,2008,DEN,PHI,105,101,0.715476227494636
2008-12-26,2008,DET,OKC,90,88,0.8552036199095022
2008-12-26,2008,GSW,BOS,99,89,0.12328767123287672
2008-12-26,2008,MEM,IND,108,105,0.513948077676165
2008-12-26,2008,MIA,CHI,90,77,0.6745115137749567
2008-12-26,2008,NOP,HOU,88,79,0.5638051044083527
2008-12-26,2008,NYK,MIN,107,120,0.7683004455760662
2008-12-26,2008,SAC,TOR,101,107,0.4049360585156613
2008-12-26,2008,UTA,DAL,97,88,0.5443037974683544
2008-12-27,2008,ATL,CHI,129,117,0.8139534883720931
2008-12-27,2008,CHO,BRK,103,114,0.5600370097622689
2008-12-27,2008,HOU,UTA,120,115,0.8151571164510165
2008-12-27,2008,MIL,DET,76,87,0.6836049856184085
2008-12-27,2008,MIN,ORL,94,118,0.17753649768909102
2008-12-27,2008,POR,TOR,102,89,0.7759771210676836
2008-12-27,2008,SAS,MEM,106,103,0.9180327868852459
2008-12-27,2008,WAS,OKC,104,95,0.6585884591705379
2008-12-28,2008,CLE,MIA,93,86,0.8643371017471737
2008-12-28,2008,IND,NOP,103,105,0.32138442521631644
2008-12-28,2008,LAC,DAL,76,98,0.4782608695652174
2008-12-28,2008,LAL,GSW,130,113,0.9345794392523364
2008-12-28,2008,NYK,DEN,110,117,0.36553524804177545
2008-12-28,2008,SAC,BOS,63,108,0.10300429184549356
2008-12-29,2008,ATL,DEN,109,91,0.6459767877563932
2008-12-29,2008,BRK,CHI,87,100,0.6459767877563932
2008-12-29,2008,DET,ORL,88,82,0.3894046402819112
2008-12-29,2008,GSW,TOR,117,111,0.4572564612326044
2008-12-29,2008,HOU,WAS,87,89,0.9183673469387755
2008-12-29,2008,MIN,MEM,108,98,0.5443037974683544
2008-12-29,2008,OKC,PHO,102,110,0.17448045960706432
2008-12-29,2008,UTA,PHI,112,95,0.7186311787072244
2008-12-30,2008,CHO,NYK,89,93,0.6344647519582246
2008-12-30,2008,DAL,MIN,107,100,0.911242603550296
2008-12-30,2008,IND,ATL,104,110,0.5108342361863488
2008-12-30,2008,MEM,PHO,89,101,0.36953534598914073
2008-12-30,2008,MIA,CLE,104,95,0.3373231773667029
2008-12-30,2008,NOP,WAS,97,85,0.9217877094972067
2008-12-30,2008,POR,BOS,91,86,0.29442097208822643
2008-12-30,2008,SAC,LAC,92,90,0.5782641142678631
2008-12-30,2008,SAS,MIL,98,100,0.7628879712268549
2008-12-31,2008,CHI,ORL,94,113,0.3234236850273859
2008-12-31,2008,DET,BRK,83,75,0.7186311787072244
2008-12-31,2008,HOU,MIL,85,81,0.7831675421929138
2008-12-31,2008,LAC,PHI,92,100,0.40173296573454115
2008-12-31,2008,OKC,GSW,107,100,0.4496686651940676
2008-12-31,2008,TOR,DEN,107,114,0.4117884537747275
2009-01-02,2008,BOS,WAS,108,83,0.9186602870813397
2009-01-02,2008,BRK,ATL,93,91,0.3668590814058986
2009-01-02,2008,CLE,CHI,117,92,0.8910891089108911
2009-01-02,2008,DAL,PHI,96,86,0.7759771210676836
2009-01-02,2008,DET,SAC,98,92,0.800985771412629
2009-01-02,2008,LAL,UTA,113,100,0.841874084919473
2009-01-02,2008,MEM,SAS,80,91,0.24871982443306512
2009-01-02,2008,MIL,CHO,103,75,0.7146765683017393
2009-01-02,2008,MIN,GSW,115,108,0.5638051044083527
2009-01-02,2008,NYK,IND,103,105,0.5675103560283946
2009-01-02,2008,OKC,DEN,120,122,0.21683245780708618
2009-01-02,2008,ORL,MIA,86,76,0.7907263028313499
2009-01-02,2008,PHO,LAC,106,98,0.9244444444444445
2009-01-02,2008,POR,NOP,77,92,0.4675324675324675
2009-01-02,2008,TOR,HOU,94,73,0.34956776418347585
2009-01-03,2008,ATL,HOU,103,100,0.6703033832905179
2009-01-03,2008,CHO,MIL,102,92,0.4953533757725013
2009-01-03,2008,CHI,MIN,92,102,0.7146765683017393
2009-01-03,2008,DEN,NOP,105,100,0.6277495769881557
2009-01-03,2008,IND,SAC,122,117,0.7542857142857143
2009-01-03,2008,MIA,BRK,101,96,0.7759771210676836
2009-01-03,2008,SAS,PHI,108,106,0.8208955223880597
