date,tm_home,tm_away,pts_away,pts_home,season
2017-03-29,SAC,UTAH,112,82,2017
2017-03-29,SA,GS,110,98,2017
2017-03-29,TOR,CHA,110,106,2017
2017-03-30,CHI,CLE,93,99,2017
2017-03-30,DET,BKN,89,90,2017
2017-03-30,MIN,LAL,104,119,2017
2017-03-30,PHX,LAC,124,118,2017
2017-03-30,POR,HOU,107,117,2017
2017-03-31,BOS,ORL,116,117,2017
2017-03-31,CHA,DEN,114,122,2017
2017-03-31,CLE,PHI,105,122,2017
2017-03-31,GS,HOU,98,107,2017
2017-03-31,MEM,DAL,90,99,2017
2017-03-31,MIA,NY,98,94,2017
2017-03-31,MIL,DET,105,108,2017
2017-03-31,NO,SAC,89,117,2017
2017-03-31,OKC,SA,100,95,2017
2017-03-31,TOR,IND,100,111,2017
2017-03-31,UTAH,WAS,88,95,2017
2017-04-01,BKN,ORL,111,121,2017
2017-04-01,CHI,ATL,104,106,2017
2017-04-01,LAC,LAL,104,115,2017
2017-04-01,MIN,SAC,123,117,2017
2017-04-01,POR,PHX,117,130,2017
2017-04-02,BKN,ATL,82,91,2017
2017-04-02,CLE,IND,130,135,2017
2017-04-02,GS,WAS,115,139,2017
2017-04-02,LAL,MEM,103,108,2017
2017-04-02,MIA,DEN,116,113,2017
2017-04-02,MIL,DAL,109,105,2017
2017-04-02,NO,CHI,117,110,2017
2017-04-02,NY,BOS,110,94,2017
2017-04-02,OKC,CHA,113,101,2017
2017-04-02,PHX,HOU,123,116,2017
2017-04-02,SA,UTAH,103,109,2017
2017-04-02,TOR,PHI,105,113,2017
2017-04-03,MIN,POR,109,110,2017
2017-04-04,CLE,ORL,102,122,2017
2017-04-04,GS,MIN,107,121,2017
2017-04-04,IND,TOR,90,108,2017
2017-04-04,NO,DEN,134,131,2017
2017-04-04,NY,CHI,91,100,2017
2017-04-04,OKC,MIL,79,110,2017
2017-04-04,PHI,BKN,141,118,2017
2017-04-04,SAC,DAL,87,98,2017
2017-04-04,SA,MEM,89,95,2017
2017-04-04,UTAH,POR,87,106,2017
2017-04-04,WAS,CHA,111,118,2017
2017-04-05,BOS,CLE,114,91,2017
2017-04-05,CHA,MIA,112,99,2017
2017-04-05,DET,TOR,105,102,2017
2017-04-05,HOU,DEN,104,110,2017
2017-04-05,LAC,DAL,101,112,2017
2017-04-05,MEM,OKC,103,100,2017
2017-04-05,PHX,GS,120,111,2017
2017-04-05,SA,LAL,102,95,2017
2017-04-06,ATL,BOS,116,123,2017
2017-04-06,IND,MIL,89,104,2017
2017-04-06,NY,WAS,106,103,2017
2017-04-06,ORL,BKN,107,115,2017
2017-04-06,PHI,CHI,102,90,2017
2017-04-06,POR,MIN,98,105,2017
2017-04-07,CLE,ATL,114,100,2017
2017-04-07,DAL,SA,102,89,2017
2017-04-07,DEN,NO,106,122,2017
2017-04-07,HOU,DET,114,109,2017
2017-04-07,LAL,SAC,94,98,2017
2017-04-07,MEM,NY,88,101,2017
2017-04-07,PHX,OKC,99,120,2017
2017-04-07,TOR,MIA,94,96,2017
2017-04-07,UTAH,MIN,113,120,2017
2017-04-08,BKN,CHI,106,107,2017
2017-04-08,CHA,BOS,121,114,2017
2017-04-08,GS,NO,101,123,2017
2017-04-08,ORL,IND,127,112,2017
2017-04-08,PHI,MIL,90,82,2017
2017-04-08,POR,UTAH,86,101,2017
2017-04-08,SA,LAC,98,87,2017
2017-04-08,WAS,MIA,106,103,2017
2017-04-09,ATL,CLE,125,126,2017
2017-04-09,DEN,OKC,106,105,2017
2017-04-09,LAL,MIN,109,110,2017
2017-04-09,MEM,DET,103,90,2017
2017-04-09,NY,TOR,110,97,2017
2017-04-09,PHX,DAL,111,124,2017
2017-04-09,SAC,HOU,135,128,2017
2017-04-10,BOS,BKN,105,114,2017
2017-04-10,CHI,ORL,75,122,2017
2017-04-10,DET,WAS,105,101,2017
2017-04-10,GS,UTAH,105,99,2017
2017-04-10,LAC,HOU,96,125,2017
2017-04-10,MIA,CLE,121,124,2017
2017-04-10,MIL,CHA,79,89,2017
2017-04-10,PHI,IND,120,111,2017
2017-04-10,POR,SA,98,99,2017
2017-04-11,ATL,CHA,76,103,2017
2017-04-11,DAL,DEN,109,91,2017
2017-04-11,LAL,NO,96,108,2017
2017-04-11,MIN,OKC,100,98,2017
2017-04-11,SAC,PHX,104,129,2017
2017-04-12,BOS,MIL,94,112,2017
2017-04-12,CHI,BKN,73,112,2017
2017-04-12,CLE,TOR,98,83,2017
2017-04-12,GS,LAL,94,109,2017
2017-04-12,HOU,MIN,118,123,2017
2017-04-12,IND,ATL,86,104,2017
2017-04-12,LAC,SAC,95,115,2017
2017-04-12,MEM,DAL,100,93,2017
2017-04-12,MIA,WAS,102,110,2017
2017-04-12,NY,PHI,113,114,2017
2017-04-12,OKC,DEN,111,105,2017
2017-04-12,ORL,DET,109,113,2017
2017-04-12,POR,NO,103,100,2017
2017-04-12,UTAH,SA,97,101,2017
