"date","tm_home","tm_away","pts_away","pts_home","season"
2017-03-03,"Utah Jazz","Brooklyn Nets",97,112,2017
2017-03-03,"Washington Wizards","Toronto Raptors",114,106,2017
2017-03-04,"Chicago Bulls","Los Angeles Clippers",101,91,2017
2017-03-04,"Denver Nuggets","Charlotte Hornets",112,102,2017
2017-03-04,"Houston Rockets","Memphis Grizzlies",108,123,2017
2017-03-04,"Miami Heat","Cleveland Cavaliers",92,120,2017
2017-03-04,"Milwaukee Bucks","Toronto Raptors",94,101,2017
2017-03-04,"Philadelphia 76ers","Detroit Pistons",136,106,2017
2017-03-04,"Portland Trail Blazers","Brooklyn Nets",116,130,2017
2017-03-04,"San Antonio Spurs","Minnesota Timberwolves",90,97,2017
2017-03-05,"Atlanta Hawks","Indiana Pacers",97,96,2017
2017-03-05,"Dallas Mavericks","Oklahoma City Thunder",89,104,2017
2017-03-05,"Los Angeles Lakers","New Orleans Pelicans",105,97,2017
2017-03-05,"New York Knicks","Golden State Warriors",112,105,2017
2017-03-05,"Phoenix Suns","Boston Celtics",106,109,2017
2017-03-05,"Sacramento Kings","Utah Jazz",110,109,2017
2017-03-05,"Washington Wizards","Orlando Magic",114,115,2017
2017-03-06,"Atlanta Hawks","Golden State Warriors",119,111,2017
2017-03-06,"Charlotte Hornets","Indiana Pacers",88,100,2017
2017-03-06,"Cleveland Cavaliers","Miami Heat",106,98,2017
2017-03-06,"Denver Nuggets","Sacramento Kings",96,108,2017
2017-03-06,"Detroit Pistons","Chicago Bulls",95,109,2017
2017-03-06,"Los Angeles Clippers","Boston Celtics",102,116,2017
2017-03-06,"Memphis Grizzlies","Brooklyn Nets",122,109,2017
2017-03-06,"Orlando Magic","New York Knicks",113,105,2017
2017-03-06,"Philadelphia 76ers","Milwaukee Bucks",112,98,2017
2017-03-06,"San Antonio Spurs","Houston Rockets",110,112,2017
2017-03-06,"Utah Jazz","New Orleans Pelicans",83,88,2017
2017-03-07,"Dallas Mavericks","Los Angeles Lakers",111,122,2017
2017-03-07,"Oklahoma City Thunder","Portland Trail Blazers",126,121,2017
2017-03-07,"Phoenix Suns","Washington Wizards",131,127,2017
2017-03-08,"Atlanta Hawks","Brooklyn Nets",105,110,2017
2017-03-08,"Denver Nuggets","Washington Wizards",123,113,2017
2017-03-08,"Golden State Warriors","Boston Celtics",99,86,2017
2017-03-08,"Houston Rockets","Utah Jazz",115,108,2017
2017-03-08,"Indiana Pacers","Detroit Pistons",98,115,2017
2017-03-08,"Miami Heat","Charlotte Hornets",101,108,2017
2017-03-08,"Milwaukee Bucks","New York Knicks",93,104,2017
2017-03-08,"Minnesota Timberwolves","Los Angeles Clippers",91,107,2017
2017-03-08,"New Orleans Pelicans","Toronto Raptors",94,87,2017
2017-03-08,"Orlando Magic","Chicago Bulls",91,98,2017
2017-03-08,"San Antonio Spurs","Sacramento Kings",104,114,2017
2017-03-09,"Detroit Pistons","Cleveland Cavaliers",101,106,2017
2017-03-09,"Memphis Grizzlies","Los Angeles Clippers",114,98,2017
2017-03-09,"Oklahoma City Thunder","San Antonio Spurs",92,102,2017
2017-03-09,"Phoenix Suns","Los Angeles Lakers",122,110,2017
2017-03-09,"Portland Trail Blazers","Philadelphia 76ers",108,114,2017
2017-03-10,"Atlanta Hawks","Toronto Raptors",99,105,2017
2017-03-10,"Chicago Bulls","Houston Rockets",115,94,2017
2017-03-10,"Charlotte Hornets","Orlando Magic",81,121,2017
2017-03-10,"Dallas Mavericks","Brooklyn Nets",96,105,2017
2017-03-10,"Denver Nuggets","Boston Celtics",99,119,2017
2017-03-10,"Milwaukee Bucks","Indiana Pacers",85,99,2017
2017-03-10,"Minnesota Timberwolves","Golden State Warriors",102,103,2017
2017-03-10,"Sacramento Kings","Washington Wizards",130,122,2017
2017-03-11,"Charlotte Hornets","New Orleans Pelicans",125,122,2017
2017-03-11,"Dallas Mavericks","Phoenix Suns",100,98,2017
2017-03-11,"Detroit Pistons","New York Knicks",92,112,2017
2017-03-11,"Los Angeles Clippers","Philadelphia 76ers",100,112,2017
2017-03-11,"Memphis Grizzlies","Atlanta Hawks",107,90,2017
2017-03-11,"Miami Heat","Toronto Raptors",89,104,2017
2017-03-11,"Milwaukee Bucks","Minnesota Timberwolves",95,102,2017
2017-03-11,"Oklahoma City Thunder","Utah Jazz",104,112,2017
2017-03-11,"Orlando Magic","Cleveland Cavaliers",116,104,2017
2017-03-11,"Portland Trail Blazers","Washington Wizards",125,124,2017
2017-03-11,"Sacramento Kings","Denver Nuggets",105,92,2017
2017-03-11,"San Antonio Spurs","Golden State Warriors",85,107,2017
2017-03-12,"Boston Celtics","Chicago Bulls",80,100,2017
2017-03-12,"Brooklyn Nets","New York Knicks",112,120,2017
2017-03-12,"Houston Rockets","Cleveland Cavaliers",112,117,2017
2017-03-12,"Indiana Pacers","Miami Heat",98,102,2017
2017-03-12,"Los Angeles Lakers","Philadelphia 76ers",118,116,2017
2017-03-12,"Phoenix Suns","Portland Trail Blazers",110,101,2017
2017-03-13,"Charlotte Hornets","Chicago Bulls",115,109,2017
2017-03-13,"Denver Nuggets","Los Angeles Lakers",101,129,2017
2017-03-13,"Memphis Grizzlies","Milwaukee Bucks",93,113,2017
2017-03-13,"Minnesota Timberwolves","Washington Wizards",104,119,2017
2017-03-13,"Sacramento Kings","Orlando Magic",115,120,2017
2017-03-13,"San Antonio Spurs","Atlanta Hawks",99,107,2017
2017-03-13,"Toronto Raptors","Dallas Mavericks",78,100,2017
2017-03-13,"Utah Jazz","Los Angeles Clippers",108,114,2017
2017-03-14,"Brooklyn Nets","Oklahoma City Thunder",122,104,2017
2017-03-14,"Cleveland Cavaliers","Detroit Pistons",96,128,2017
2017-03-14,"Golden State Warriors","Philadelphia 76ers",104,106,2017
2017-03-14,"New Orleans Pelicans","Portland Trail Blazers",77,100,2017
2017-03-14,"New York Knicks","Indiana Pacers",81,87,2017
2017-03-15,"Boston Celtics","Minnesota Timberwolves",104,117,2017
2017-03-15,"Chicago Bulls","Memphis Grizzlies",98,91,2017
2017-03-15,"Detroit Pistons","Utah Jazz",97,83,2017
2017-03-15,"Houston Rockets","Los Angeles Lakers",100,139,2017
2017-03-15,"Indiana Pacers","Charlotte Hornets",77,98,2017
2017-03-15,"Los Angeles Clippers","Milwaukee Bucks",97,96,2017
2017-03-15,"Miami Heat","New Orleans Pelicans",112,120,2017
2017-03-15,"Phoenix Suns","Sacramento Kings",107,101,2017
2017-03-15,"San Antonio Spurs","Portland Trail Blazers",110,106,2017
2017-03-15,"Washington Wizards","Dallas Mavericks",112,107,2017
2017-03-16,"Atlanta Hawks","Memphis Grizzlies",103,91,2017
2017-03-16,"Cleveland Cavaliers","Utah Jazz",83,91,2017
2017-03-16,"Denver Nuggets","Los Angeles Clippers",114,129,2017
2017-03-16,"Golden State Warriors","Orlando Magic",92,122,2017
2017-03-16,"New York Knicks","Brooklyn Nets",121,110,2017
2017-03-16,"Toronto Raptors","Oklahoma City Thunder",123,102,2017
2017-03-17,"Brooklyn Nets","Boston Celtics",98,95,2017
2017-03-17,"Detroit Pistons","Toronto Raptors",87,75,2017
2017-03-17,"Los Angeles Lakers","Milwaukee Bucks",107,103,2017
2017-03-17,"Miami Heat","Minnesota Timberwolves",105,123,2017
2017-03-17,"New Orleans Pelicans","Houston Rockets",112,128,2017
2017-03-17,"Philadelphia 76ers","Dallas Mavericks",74,116,2017
2017-03-17,"Phoenix Suns","Orlando Magic",109,103,2017
2017-03-17,"Washington Wizards","Chicago Bulls",107,112,2017
2017-03-18,"Atlanta Hawks","Portland Trail Blazers",113,97,2017
2017-03-18,"Chicago Bulls","Utah Jazz",86,95,2017
2017-03-18,"Charlotte Hornets","Washington Wizards",93,98,2017
2017-03-18,"Denver Nuggets","Houston Rockets",109,105,2017
2017-03-18,"Golden State Warriors","Milwaukee Bucks",92,117,2017
2017-03-18,"Los Angeles Clippers","Cleveland Cavaliers",78,108,2017
2017-03-18,"Memphis Grizzlies","San Antonio Spurs",96,104,2017
2017-03-18,"Oklahoma City Thunder","Sacramento Kings",94,110,2017
2017-03-19,"Brooklyn Nets","Dallas Mavericks",111,104,2017
2017-03-19,"Detroit Pistons","Phoenix Suns",95,112,2017
2017-03-19,"Los Angeles Lakers","Cleveland Cavaliers",125,120,2017
2017-03-19,"Miami Heat","Portland Trail Blazers",115,104,2017
2017-03-19,"New Orleans Pelicans","Minnesota Timberwolves",109,123,2017
2017-03-19,"Philadelphia 76ers","Boston Celtics",99,105,2017
2017-03-19,"San Antonio Spurs","Sacramento Kings",102,118,2017
2017-03-19,"Toronto Raptors","Indiana Pacers",91,116,2017
2017-03-20,"Boston Celtics","Washington Wizards",102,110,2017
2017-03-20,"Charlotte Hornets","Atlanta Hawks",90,105,2017
2017-03-20,"Houston Rockets","Denver Nuggets",124,125,2017
2017-03-20,"Indiana Pacers","Utah Jazz",100,107,2017
2017-03-20,"Los Angeles Clippers","New York Knicks",105,114,2017
2017-03-20,"Oklahoma City Thunder","Golden State Warriors",111,95,2017
2017-03-20,"Orlando Magic","Philadelphia 76ers",109,112,2017
2017-03-21,"Brooklyn Nets","Detroit Pistons",96,98,2017
2017-03-21,"Dallas Mavericks","Golden State Warriors",112,87,2017
2017-03-21,"Los Angeles Lakers","Los Angeles Clippers",133,109,2017
2017-03-21,"Miami Heat","Phoenix Suns",97,112,2017
2017-03-21,"Minnesota Timberwolves","San Antonio Spurs",100,93,2017
2017-03-21,"New Orleans Pelicans","Memphis Grizzlies",82,95,2017
2017-03-21,"Portland Trail Blazers","Milwaukee Bucks",93,90,2017
2017-03-21,"Toronto Raptors","Chicago Bulls",120,122,2017
2017-03-22,"Boston Celtics","Indiana Pacers",100,109,2017
2017-03-22,"Chicago Bulls","Detroit Pistons",95,117,2017
2017-03-22,"Denver Nuggets","Cleveland Cavaliers",113,126,2017
2017-03-22,"Oklahoma City Thunder","Philadelphia 76ers",97,122,2017
2017-03-22,"Orlando Magic","Charlotte Hornets",109,102,2017
2017-03-22,"Sacramento Kings","Milwaukee Bucks",116,98,2017
2017-03-22,"Utah Jazz","New York Knicks",101,108,2017
2017-03-22,"Washington Wizards","Atlanta Hawks",100,104,2017
2017-03-23,"Brooklyn Nets","Phoenix Suns",98,126,2017
2017-03-23,"Dallas Mavericks","Los Angeles Clippers",95,97,2017
2017-03-23,"Miami Heat","Toronto Raptors",101,84,2017
2017-03-23,"Portland Trail Blazers","New York Knicks",95,110,2017
2017-03-23,"San Antonio Spurs","Memphis Grizzlies",90,97,2017
2017-03-24,"Boston Celtics","Phoenix Suns",120,130,2017
2017-03-24,"Chicago Bulls","Philadelphia 76ers",117,107,2017
2017-03-24,"Charlotte Hornets","Cleveland Cavaliers",112,105,2017
2017-03-24,"Golden State Warriors","Sacramento Kings",100,114,2017
2017-03-24,"Houston Rockets","New Orleans Pelicans",107,117,2017
2017-03-24,"Indiana Pacers","Denver Nuggets",125,117,2017
2017-03-24,"Los Angeles Lakers","Minnesota Timberwolves",119,130,2017
2017-03-24,"Milwaukee Bucks","Atlanta Hawks",97,100,2017
2017-03-24,"Orlando Magic","Detroit Pistons",87,115,2017
2017-03-24,"Washington Wizards","Brooklyn Nets",108,129,2017
2017-03-25,"Cleveland Cavaliers","Washington Wizards",127,115,2017
2017-03-25,"Dallas Mavericks","Toronto Raptors",94,86,2017
2017-03-25,"Los Angeles Clippers","Utah Jazz",95,108,2017
2017-03-25,"Portland Trail Blazers","Minnesota Timberwolves",100,112,2017
2017-03-25,"San Antonio Spurs","New York Knicks",98,106,2017
2017-03-26,"Atlanta Hawks","Brooklyn Nets",107,92,2017
2017-03-26,"Boston Celtics","Miami Heat",108,112,2017
2017-03-26,"Charlotte Hornets","Phoenix Suns",106,120,2017
2017-03-26,"Denver Nuggets","New Orleans Pelicans",115,90,2017
2017-03-26,"Golden State Warriors","Memphis Grizzlies",94,106,2017
2017-03-26,"Houston Rockets","Oklahoma City Thunder",125,137,2017
2017-03-26,"Indiana Pacers","Philadelphia 76ers",94,107,2017
2017-03-26,"Los Angeles Clippers","Sacramento Kings",98,97,2017
2017-03-26,"Los Angeles Lakers","Portland Trail Blazers",97,81,2017
2017-03-26,"Milwaukee Bucks","Chicago Bulls",109,94,2017
2017-03-27,"Dallas Mavericks","Oklahoma City Thunder",92,91,2017
2017-03-27,"New York Knicks","Detroit Pistons",95,109,2017
2017-03-27,"Sacramento Kings","Memphis Grizzlies",90,91,2017
2017-03-27,"San Antonio Spurs","Cleveland Cavaliers",74,103,2017
2017-03-27,"Toronto Raptors","Orlando Magic",112,131,2017
2017-03-27,"Utah Jazz","New Orleans Pelicans",100,108,2017
2017-03-28,"Atlanta Hawks","Phoenix Suns",91,95,2017
2017-03-28,"Brooklyn Nets","Philadelphia 76ers",106,101,2017
2017-03-28,"Charlotte Hornets","Milwaukee Bucks",118,108,2017
2017-03-28,"Detroit Pistons","Miami Heat",97,96,2017
2017-03-28,"Houston Rockets","Golden State Warriors",113,106,2017
2017-03-28,"Indiana Pacers","Minnesota Timberwolves",115,114,2017
2017-03-28,"Los Angeles Lakers","Washington Wizards",119,108,2017
2017-03-28,"Portland Trail Blazers","Denver Nuggets",113,122,2017
2017-03-29,"Boston Celtics","Milwaukee Bucks",103,100,2017
2017-03-29,"Los Angeles Clippers","Washington Wizards",124,133,2017
2017-03-29,"Memphis Grizzlies","Indiana Pacers",97,110,2017
2017-03-29,"New Orleans Pelicans","Dallas Mavericks",118,121,2017
2017-03-29,"New York Knicks","Miami Heat",105,88,2017
2017-03-29,"Orlando Magic","Oklahoma City Thunder",114,106,2017
2017-03-29,"Philadelphia 76ers","Atlanta Hawks",99,92,2017
2017-03-29,"Sacramento Kings","Utah Jazz",112,82,2017
2017-03-29,"San Antonio Spurs","Golden State Warriors",110,98,2017
2017-03-29,"Toronto Raptors","Charlotte Hornets",110,106,2017
2017-03-30,"Chicago Bulls","Cleveland Cavaliers",93,99,2017
2017-03-30,"Detroit Pistons","Brooklyn Nets",89,90,2017
2017-03-30,"Minnesota Timberwolves","Los Angeles Lakers",104,119,2017
2017-03-30,"Phoenix Suns","Los Angeles Clippers",124,118,2017
2017-03-30,"Portland Trail Blazers","Houston Rockets",107,117,2017
2017-03-31,"Boston Celtics","Orlando Magic",116,117,2017
2017-03-31,"Charlotte Hornets","Denver Nuggets",114,122,2017
2017-03-31,"Cleveland Cavaliers","Philadelphia 76ers",105,122,2017
2017-03-31,"Golden State Warriors","Houston Rockets",98,107,2017
2017-03-31,"Memphis Grizzlies","Dallas Mavericks",90,99,2017
2017-03-31,"Miami Heat","New York Knicks",98,94,2017
2017-03-31,"Milwaukee Bucks","Detroit Pistons",105,108,2017
2017-03-31,"New Orleans Pelicans","Sacramento Kings",89,117,2017
2017-03-31,"Oklahoma City Thunder","San Antonio Spurs",100,95,2017
2017-03-31,"Toronto Raptors","Indiana Pacers",100,111,2017
2017-03-31,"Utah Jazz","Washington Wizards",88,95,2017
2017-04-01,"Brooklyn Nets","Orlando Magic",111,121,2017
2017-04-01,"Chicago Bulls","Atlanta Hawks",104,106,2017
2017-04-01,"Los Angeles Clippers","Los Angeles Lakers",104,115,2017
2017-04-01,"Minnesota Timberwolves","Sacramento Kings",123,117,2017
2017-04-01,"Portland Trail Blazers","Phoenix Suns",117,130,2017
2017-04-02,"Brooklyn Nets","Atlanta Hawks",82,91,2017
2017-04-02,"Cleveland Cavaliers","Indiana Pacers",130,135,2017
2017-04-02,"Golden State Warriors","Washington Wizards",115,139,2017
2017-04-02,"Los Angeles Lakers","Memphis Grizzlies",103,108,2017
2017-04-02,"Miami Heat","Denver Nuggets",116,113,2017
2017-04-02,"Milwaukee Bucks","Dallas Mavericks",109,105,2017
2017-04-02,"New Orleans Pelicans","Chicago Bulls",117,110,2017
2017-04-02,"New York Knicks","Boston Celtics",110,94,2017
2017-04-02,"Oklahoma City Thunder","Charlotte Hornets",113,101,2017
2017-04-02,"Phoenix Suns","Houston Rockets",123,116,2017
2017-04-02,"San Antonio Spurs","Utah Jazz",103,109,2017
2017-04-02,"Toronto Raptors","Philadelphia 76ers",105,113,2017
2017-04-03,"Minnesota Timberwolves","Portland Trail Blazers",109,110,2017
2017-04-04,"Cleveland Cavaliers","Orlando Magic",102,122,2017
2017-04-04,"Golden State Warriors","Minnesota Timberwolves",107,121,2017
2017-04-04,"Indiana Pacers","Toronto Raptors",90,108,2017
2017-04-04,"New Orleans Pelicans","Denver Nuggets",134,131,2017
2017-04-04,"New York Knicks","Chicago Bulls",91,100,2017
2017-04-04,"Oklahoma City Thunder","Milwaukee Bucks",79,110,2017
2017-04-04,"Philadelphia 76ers","Brooklyn Nets",141,118,2017
2017-04-04,"Sacramento Kings","Dallas Mavericks",87,98,2017
2017-04-04,"San Antonio Spurs","Memphis Grizzlies",89,95,2017
2017-04-04,"Utah Jazz","Portland Trail Blazers",87,106,2017
2017-04-04,"Washington Wizards","Charlotte Hornets",111,118,2017
2017-04-05,"Boston Celtics","Cleveland Cavaliers",114,91,2017
2017-04-05,"Charlotte Hornets","Miami Heat",112,99,2017
2017-04-05,"Detroit Pistons","Toronto Raptors",105,102,2017
2017-04-05,"Houston Rockets","Denver Nuggets",104,110,2017
2017-04-05,"Los Angeles Clippers","Dallas Mavericks",101,112,2017
2017-04-05,"Memphis Grizzlies","Oklahoma City Thunder",103,100,2017
2017-04-05,"Phoenix Suns","Golden State Warriors",120,111,2017
2017-04-05,"San Antonio Spurs","Los Angeles Lakers",102,95,2017
2017-04-06,"Atlanta Hawks","Boston Celtics",116,123,2017
2017-04-06,"Indiana Pacers","Milwaukee Bucks",89,104,2017
2017-04-06,"New York Knicks","Washington Wizards",106,103,2017
2017-04-06,"Orlando Magic","Brooklyn Nets",107,115,2017
2017-04-06,"Philadelphia 76ers","Chicago Bulls",102,90,2017
2017-04-06,"Portland Trail Blazers","Minnesota Timberwolves",98,105,2017
2017-04-07,"Cleveland Cavaliers","Atlanta Hawks",114,100,2017
2017-04-07,"Dallas Mavericks","San Antonio Spurs",102,89,2017
2017-04-07,"Denver Nuggets","New Orleans Pelicans",106,122,2017
2017-04-07,"Houston Rockets","Detroit Pistons",114,109,2017
2017-04-07,"Los Angeles Lakers","Sacramento Kings",94,98,2017
2017-04-07,"Memphis Grizzlies","New York Knicks",88,101,2017
2017-04-07,"Phoenix Suns","Oklahoma City Thunder",99,120,2017
2017-04-07,"Toronto Raptors","Miami Heat",94,96,2017
2017-04-07,"Utah Jazz","Minnesota Timberwolves",113,120,2017
2017-04-08,"Brooklyn Nets","Chicago Bulls",106,107,2017
2017-04-08,"Charlotte Hornets","Boston Celtics",121,114,2017
2017-04-08,"Golden State Warriors","New Orleans Pelicans",101,123,2017
2017-04-08,"Orlando Magic","Indiana Pacers",127,112,2017
2017-04-08,"Philadelphia 76ers","Milwaukee Bucks",90,82,2017
2017-04-08,"Portland Trail Blazers","Utah Jazz",86,101,2017
2017-04-08,"San Antonio Spurs","Los Angeles Clippers",98,87,2017
2017-04-08,"Washington Wizards","Miami Heat",106,103,2017
2017-04-09,"Atlanta Hawks","Cleveland Cavaliers",125,126,2017
2017-04-09,"Denver Nuggets","Oklahoma City Thunder",106,105,2017
2017-04-09,"Los Angeles Lakers","Minnesota Timberwolves",109,110,2017
2017-04-09,"Memphis Grizzlies","Detroit Pistons",103,90,2017
2017-04-09,"New York Knicks","Toronto Raptors",110,97,2017
2017-04-09,"Phoenix Suns","Dallas Mavericks",111,124,2017
2017-04-09,"Sacramento Kings","Houston Rockets",135,128,2017
2017-04-10,"Boston Celtics","Brooklyn Nets",105,114,2017
2017-04-10,"Chicago Bulls","Orlando Magic",75,122,2017
2017-04-10,"Detroit Pistons","Washington Wizards",105,101,2017
2017-04-10,"Golden State Warriors","Utah Jazz",105,99,2017
2017-04-10,"Los Angeles Clippers","Houston Rockets",96,125,2017
2017-04-10,"Miami Heat","Cleveland Cavaliers",121,124,2017
2017-04-10,"Milwaukee Bucks","Charlotte Hornets",79,89,2017
2017-04-10,"Philadelphia 76ers","Indiana Pacers",120,111,2017
2017-04-10,"Portland Trail Blazers","San Antonio Spurs",98,99,2017
2017-04-11,"Atlanta Hawks","Charlotte Hornets",76,103,2017
2017-04-11,"Dallas Mavericks","Denver Nuggets",109,91,2017
2017-04-11,"Los Angeles Lakers","New Orleans Pelicans",96,108,2017
2017-04-11,"Minnesota Timberwolves","Oklahoma City Thunder",100,98,2017
2017-04-11,"Sacramento Kings","Phoenix Suns",104,129,2017
2017-04-12,"Boston Celtics","Milwaukee Bucks",94,112,2017
2017-04-12,"Chicago Bulls","Brooklyn Nets",73,112,2017
2017-04-12,"Cleveland Cavaliers","Toronto Raptors",98,83,2017
2017-04-12,"Golden State Warriors","Los Angeles Lakers",94,109,2017
2017-04-12,"Houston Rockets","Minnesota Timberwolves",118,123,2017
2017-04-12,"Indiana Pacers","Atlanta Hawks",86,104,2017
2017-04-12,"Los Angeles Clippers","Sacramento Kings",95,115,2017
2017-04-12,"Memphis Grizzlies","Dallas Mavericks",100,93,2017
2017-04-12,"Miami Heat","Washington Wizards",102,110,2017
2017-04-12,"New York Knicks","Philadelphia 76ers",113,114,2017
2017-04-12,"Oklahoma City Thunder","Denver Nuggets",111,105,2017
2017-04-12,"Orlando Magic","Detroit Pistons",109,113,2017
2017-04-12,"Portland Trail Blazers","New Orleans Pelicans",103,100,2017
2017-04-12,"Utah Jazz","San Antonio Spurs",97,101,2017
